Date,Open,High,Low,Close,Adj Close,Volume
2000-05-19,142.656250,142.656250,140.250000,140.687500,94.859398,775500
2000-05-22,140.593750,140.593750,136.812500,139.812500,94.269447,1850600
2000-05-23,140.218750,140.218750,137.687500,137.687500,92.836678,373900
2000-05-24,137.750000,140.062500,136.656250,139.750000,94.227303,400300
2000-05-25,140.031250,140.937500,137.875000,138.468750,93.363403,69600
2000-05-26,138.484375,138.750000,137.000000,137.843750,92.942009,237000
2000-05-30,139.281250,142.437500,139.281250,142.375000,95.997246,118100
2000-05-31,141.875000,143.625000,141.875000,142.781250,96.271126,216900
2000-06-01,143.906250,145.062500,143.625000,145.062500,97.809311,128700
2000-06-02,148.312500,148.781250,147.468750,147.937500,99.747787,108400
2000-06-05,147.000000,147.656250,146.687500,146.968750,99.094627,192100
2000-06-06,146.437500,147.187500,145.687500,146.218750,98.588921,209300
2000-06-07,146.218750,147.500000,145.656250,147.187500,99.242134,85400
2000-06-08,147.812500,147.812500,145.937500,146.656250,98.883896,248400
2000-06-09,147.515625,147.515625,145.875000,146.125000,98.525726,20200
2000-06-12,146.625000,146.625000,144.859375,144.859375,97.672363,17600
2000-06-13,145.000000,147.250000,144.500000,146.750000,98.947113,40300
2000-06-14,147.750000,148.375000,147.125000,147.656250,99.558090,353900
2000-06-15,147.687500,148.250000,146.609375,147.656250,99.558090,338500
2000-06-16,148.625000,148.625000,146.468750,147.062500,99.157791,855900
2000-06-19,146.562500,149.031250,146.500000,148.515625,100.137589,160000
2000-06-20,148.625000,148.640625,147.296875,147.703125,99.589729,182600
2000-06-21,146.875000,148.156250,146.875000,147.859375,99.775490,137500
2000-06-22,147.437500,147.437500,145.000000,145.437500,98.141220,182900
2000-06-23,145.500000,145.875000,144.000000,144.390625,97.434776,238200
2000-06-26,145.031250,146.062500,144.812500,146.062500,98.562981,26000
2000-06-27,145.812500,146.296875,145.250000,145.250000,98.014664,40900
2000-06-28,145.312500,146.906250,145.312500,145.921875,98.468040,51200
2000-06-29,144.640625,145.250000,143.562500,144.156250,97.276649,48500
2000-06-30,143.984375,145.484375,143.984375,145.484375,98.172829,16800
2000-07-03,145.500000,147.140625,145.468750,147.140625,99.290466,7100
2000-07-05,146.265625,146.359375,144.625000,145.093750,97.909264,27400
2000-07-06,144.875000,146.125000,144.218750,145.812500,98.394249,40100
2000-07-07,146.375000,148.500000,146.375000,147.968750,99.849289,65500
2000-07-10,147.656250,148.656250,147.656250,147.718750,99.680611,77500
2000-07-11,147.250000,149.000000,147.250000,148.281250,100.060181,40700
2000-07-12,149.250000,149.937500,148.875000,149.093750,100.608467,2642100
2000-07-13,149.718750,150.281250,149.140625,149.593750,100.945862,971600
2000-07-14,150.250000,151.125000,149.812500,150.984375,101.884277,158800
2000-07-17,150.734375,151.906250,150.593750,150.890625,101.820953,430100
2000-07-18,150.468750,150.500000,149.375000,149.812500,101.093437,763600
2000-07-19,149.343750,149.578125,148.406250,148.406250,100.144516,120000
2000-07-20,148.875000,150.421875,148.765625,150.421875,101.504684,96500
2000-07-21,149.406250,149.437500,147.718750,147.718750,99.680611,601300
2000-07-24,148.250000,148.593750,146.593750,146.593750,98.921478,251700
2000-07-25,147.468750,147.515625,146.812500,147.421875,99.480286,116700
2000-07-26,146.875000,146.890625,145.750000,146.000000,98.520782,474800
2000-07-27,145.718750,146.562500,144.875000,145.390625,98.109573,94200
2000-07-28,145.500000,145.500000,141.500000,142.218750,95.969193,1147800
2000-07-31,142.937500,143.953125,142.406250,142.937500,96.454224,332900
2000-08-01,143.281250,144.390625,143.281250,144.062500,97.213364,481700
2000-08-02,144.656250,145.328125,144.093750,144.359375,97.413696,505900
2000-08-03,142.937500,145.656250,142.937500,145.375000,98.099045,173500
