Date,Open,High,Low,Close,Adj Close,Volume
1986-05-19,10.000000,10.000000,10.000000,10.000000,1.092294,0
1986-05-20,9.980000,9.980000,9.980000,9.980000,1.090110,0
1986-05-21,10.080000,10.080000,10.080000,10.080000,1.101031,0
1986-05-22,10.060000,10.060000,10.060000,10.060000,1.098848,0
1986-05-23,10.080000,10.080000,10.080000,10.080000,1.101031,0
1986-05-27,10.130000,10.130000,10.130000,10.130000,1.106494,0
1986-05-28,10.000000,10.000000,10.000000,10.000000,1.092294,0
1986-05-29,9.960000,9.960000,9.960000,9.960000,1.090433,0
1986-05-30,9.960000,9.960000,9.960000,9.960000,1.090433,0
1986-06-02,9.830000,9.830000,9.830000,9.830000,1.076201,0
1986-06-03,9.850000,9.850000,9.850000,9.850000,1.078390,0
1986-06-04,9.830000,9.830000,9.830000,9.830000,1.076201,0
1986-06-05,9.800000,9.800000,9.800000,9.800000,1.072915,0
1986-06-06,9.940000,9.940000,9.940000,9.940000,1.088242,0
1986-06-09,9.890000,9.890000,9.890000,9.890000,1.082768,0
1986-06-10,9.850000,9.850000,9.850000,9.850000,1.078390,0
1986-06-11,9.840000,9.840000,9.840000,9.840000,1.077294,0
1986-06-12,9.870000,9.870000,9.870000,9.870000,1.080580,0
1986-06-13,9.920000,9.920000,9.920000,9.920000,1.086054,0
1986-06-16,10.060000,10.060000,10.060000,10.060000,1.101382,0
1986-06-17,10.060000,10.060000,10.060000,10.060000,1.101382,0
1986-06-18,10.030000,10.030000,10.030000,10.030000,1.098097,0
1986-06-19,9.970000,9.970000,9.970000,9.970000,1.091527,0
1986-06-20,10.020000,10.020000,10.020000,10.020000,1.097001,0
1986-06-23,10.080000,10.080000,10.080000,10.080000,1.103570,0
1986-06-24,10.120000,10.120000,10.120000,10.120000,1.107951,0
1986-06-25,10.140000,10.140000,10.140000,10.140000,1.110139,0
1986-06-26,10.150000,10.150000,10.150000,10.150000,1.111234,0
1986-06-27,10.190000,10.190000,10.190000,10.190000,1.115613,0
1986-06-30,10.220000,10.220000,10.220000,10.220000,1.125525,0
1986-07-01,10.220000,10.220000,10.220000,10.220000,1.125525,0
1986-07-02,10.220000,10.220000,10.220000,10.220000,1.125525,0
1986-07-03,10.290000,10.290000,10.290000,10.290000,1.133235,0
1986-07-07,10.280000,10.280000,10.280000,10.280000,1.132132,0
1986-07-08,10.180000,10.180000,10.180000,10.180000,1.121119,0
1986-07-09,10.220000,10.220000,10.220000,10.220000,1.125525,0
1986-07-10,10.260000,10.260000,10.260000,10.260000,1.129930,0
1986-07-11,10.260000,10.260000,10.260000,10.260000,1.129930,0
1986-07-14,10.270000,10.270000,10.270000,10.270000,1.131032,0
1986-07-15,10.280000,10.280000,10.280000,10.280000,1.132132,0
1986-07-16,10.360000,10.360000,10.360000,10.360000,1.140944,0
1986-07-17,10.280000,10.280000,10.280000,10.280000,1.132132,0
1986-07-18,10.270000,10.270000,10.270000,10.270000,1.131032,0
1986-07-21,10.290000,10.290000,10.290000,10.290000,1.133235,0
1986-07-22,10.230000,10.230000,10.230000,10.230000,1.126627,0
1986-07-23,10.130000,10.130000,10.130000,10.130000,1.115613,0
1986-07-24,10.080000,10.080000,10.080000,10.080000,1.110107,0
1986-07-25,10.060000,10.060000,10.060000,10.060000,1.107905,0
1986-07-28,9.990000,9.990000,9.990000,9.990000,1.100195,0
1986-07-29,9.980000,9.980000,9.980000,9.980000,1.099094,0
1986-07-30,10.020000,10.020000,10.020000,10.020000,1.103499,0
1986-07-31,10.080000,10.080000,10.080000,10.080000,1.116794,0
1986-08-01,10.080000,10.080000,10.080000,10.080000,1.116794,0
1986-08-04,10.100000,10.100000,10.100000,10.100000,1.119009,0
1986-08-05,10.060000,10.060000,10.060000,10.060000,1.114579,0
1986-08-06,10.020000,10.020000,10.020000,10.020000,1.110146,0
1986-08-07,10.050000,10.050000,10.050000,10.050000,1.113471,0
1986-08-08,10.180000,10.180000,10.180000,10.180000,1.127873,0
1986-08-11,10.280000,10.280000,10.280000,10.280000,1.138952,0
1986-08-12,10.270000,10.270000,10.270000,10.270000,1.137845,0
1986-08-13,10.330000,10.330000,10.330000,10.330000,1.144492,0
1986-08-14,10.340000,10.340000,10.340000,10.340000,1.145600,0
1986-08-15,10.350000,10.350000,10.350000,10.350000,1.146708,0
1986-08-18,10.360000,10.360000,10.360000,10.360000,1.147817,0
1986-08-19,10.420000,10.420000,10.420000,10.420000,1.154464,0
1986-08-20,10.470000,10.470000,10.470000,10.470000,1.160003,0
1986-08-21,10.470000,10.470000,10.470000,10.470000,1.160003,0
1986-08-22,10.450000,10.450000,10.450000,10.450000,1.157788,0
1986-08-25,10.410000,10.410000,10.410000,10.410000,1.153357,0
1986-08-26,10.420000,10.420000,10.420000,10.420000,1.154464,0
1986-08-27,10.410000,10.410000,10.410000,10.410000,1.153357,0
1986-08-28,10.470000,10.470000,10.470000,10.470000,1.160003,0
1986-08-29,10.490000,10.490000,10.490000,10.490000,1.169256,0
1986-09-02,10.450000,10.450000,10.450000,10.450000,1.164797,0
1986-09-03,10.280000,10.280000,10.280000,10.280000,1.145847,0
